accession_num|name|date|url|img_urls
AKM551|Bowl|12th Century|https://www.agakhanmuseum.org/collection/artifact/bowl/akm551|https://www.agakhanmuseum.org/dataset-images/8j3k9cnl5wj-ae7b5ebf-0068-4308-8c86-ee4f65a359ca/AKM551.top_2020_HERO1.jpg
AKM550|Bowl|12th Century|https://www.agakhanmuseum.org/collection/artifact/bowl|https://www.agakhanmuseum.org/dataset-images/8ig6eczly4v-65d5da8b-0c89-4b0a-ad25-bd8f8ea06915/AKM550.top_2020_HERO1.jpg
AKM783|Bowl with Panels of Cobalt Blue and White|14th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-panels-of-cobalt-blue-and-white-akm783|https://www.agakhanmuseum.org/dataset-images/70t4be4ahj3-8fd0d411-6883-49f2-b0ca-012b03f00345/AKM783.top_2015_HERO1.jpg
AKM879|Jug|1560-1575|https://www.agakhanmuseum.org/collection/artifact/jug-akm879|https://www.agakhanmuseum.org/dataset-images/9on013qedd3-7d2af165-9dc8-48cd-8cc0-5754f537478f/AKM879.side05_2020_HERO1.jpg
AKM804|Bottle with Striped and Floral Decoration|17th century|https://www.agakhanmuseum.org/collection/artifact/bottle-with-striped-and-floral-decoration-akm804|https://www.agakhanmuseum.org/dataset-images/70nxnsqd9nb-e03a66b4-597c-4c5b-ba22-84c618b2d966/AKM804_2015_HERO1.jpg
AKM801|Bowl with Cross-Shaped Motif and Waterweed Design|early 13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-cross-shaped-motif-and-waterweed-design-akm801|https://www.agakhanmuseum.org/dataset-images/70nvvcjnsab-056421b1-8aad-400e-9262-e5e57c0598e4/AKM00801B_HERO2.jpg
AKM798|Bowl with Gold and Cobalt Blue Designs|13th to 14th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-gold-and-cobalt-blue-designs-akm798|https://www.agakhanmuseum.org/dataset-images/70npp0cundr-5b19082e-55e3-4966-907c-f4f6e4137754/AKM798.top_2020_HERO1.jpg
AKM792|Bowl with Horse and Rider|late 12th to early 13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-horse-and-rider-akm792|https://www.agakhanmuseum.org/dataset-images/70nkuf3u1aj-cabfc5ff-2719-4c85-8d9c-80ebd1ce618b/AKM792.4_2015_HERO1.jpg
AKM791|Twelve-Lobed Bowl with Vegetal Designs|late 12th to early 13th century|https://www.agakhanmuseum.org/collection/artifact/twelve-lobed-bowl-with-vegetal-designs-akm791|https://www.agakhanmuseum.org/dataset-images/70nhnxfropb-192036f4-217d-44f7-8442-21a71f79331d/AKM791.4_2015_HERO2.jpg
AKM774|Beaker with Courtly Figures, Birds and Arabesques|1200-1219|https://www.agakhanmuseum.org/collection/artifact/beaker-with-courtly-figures-birds-and-arabesques-akm774|https://www.agakhanmuseum.org/dataset-images/70n37kj2eb3-168dfca8-b0cb-40e9-8ae3-b796c6bb26c8/AKM774_2014_HERO1.jpg
AKM770|Bowl with Eight-Paneled Design|13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-eight-paneled-design-akm770|https://www.agakhanmuseum.org/dataset-images/70n0btkmdqf-e9b6ba1a-91d2-4aff-83d0-a12c89e4b66f/AKM770_D_2014-HERO1.jpg
AKM768|Bowl with Palmettes and Bands of Inscriptions|late 12th to early 13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-palmettes-and-bands-of-inscriptions-akm768|https://www.agakhanmuseum.org/dataset-images/70mwozhihmb-87b7b18e-94f5-44ed-acb8-30e904f81b1c/AKM768_D_2014_HERO.jpg
AKM767|Black and Blue Striped Bowl with Inscriptions in naskhi Script|13th century|https://www.agakhanmuseum.org/collection/artifact/black-and-blue-striped-bowl-with-inscriptions-in-naskhi-script-akm767|https://www.agakhanmuseum.org/dataset-images/70tuv4n9w6b-b5944136-e372-41a1-87cf-dcaeb5f18518/AKM767.5_2015_HERO1.jpg
LI2013.12.1|Dish with Seven Sections, possibly for the Haft-Sin|13th century|https://www.agakhanmuseum.org/collection/artifact/dish-with-seven-sections-possibly-for-the-haft-sin-li2013.12.1|https://www.agakhanmuseum.org/dataset-images/6tx4pb4tsnn-5a978eb5-007b-46e7-a767-7f6390dbb7b0/LI2013.12.1_2_HERO1.jpg
LI2013.12.3|Bowl with Circular Black Motifs|14th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-circular-black-motifs-li2013.12.3|https://www.agakhanmuseum.org/dataset-images/6tx19rr11tv-bd4f9cc0-89a4-49c8-8de7-f40c1fff7ffa/LI2013.12.3_1_HERO1.jpg
AKM756|Monochrome Bowl with Incised Bird|10th to 11th century|https://www.agakhanmuseum.org/collection/artifact/monochrome-bowl-with-incised-bird-akm756|https://www.agakhanmuseum.org/dataset-images/6z1sv2km0rf-cddd54b2-9f35-4ad2-b2e4-3a8b9be73fa6/AKM756.3_2015_HERO1.jpg
AKM751|Bowl with a Peacock|9th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-a-peacock-akm751|https://www.agakhanmuseum.org/dataset-images/6tvva9ogbyj-42827381-dc9c-4dd4-aad4-4a00b1a9f974/AKM751.3_2015_HERO1.jpg
AKM746|Bowl with Design of Rectangular Panels|late 10th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-design-of-rectangular-panels-akm746|https://www.agakhanmuseum.org/dataset-images/6tvky2yexen-b8ea1226-49bc-4a3c-a0bd-89e8fcf4ddaf/AKM746.5_2015_HERO1.jpg
AKM564|Black-and-White Bowl with Waterweed Motif|early 13th century|https://www.agakhanmuseum.org/collection/artifact/black-and-white-bowl-with-waterweed-motif-akm564|https://www.agakhanmuseum.org/dataset-images/6tust0vt91f-e5ff10ee-1bf8-4737-958b-9d8cf0fd2692/AKM00564_1_HERO1.jpg
AKM563|Bowl with Moulded Interwoven Design and Coloured Stripes|mid-12th to 13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-moulded-interwoven-design-and-coloured-stripes-akm563|https://www.agakhanmuseum.org/dataset-images/6tuqkg3uy3n-c24a3adf-79b6-4067-9092-6e9947070eca/AKM00563_2_HERO1.jpg
AKM921|Entertainment in a palace garden|ca. 1765-1770|https://www.agakhanmuseum.org/collection/artifact/entertainment-in-a-palace-garden-akm921|https://www.agakhanmuseum.org/dataset-images/6iqn5hw0pe3-a755ea49-adac-4a79-b9ea-17d85bc17338/AKM921_2020_HERO1.jpg
AKM787|Albarello (Pharmaceutical Jar)|13th Century|https://www.agakhanmuseum.org/collection/artifact/albarello-pharmaceutical-jar-|https://www.agakhanmuseum.org/dataset-images/6hyb56bbmyb-f76f9c10-5abd-421b-82d6-0daac0fa83e6/AKM787.06_2020_HERO.jpg
AKM897|Goblet|15th Century|https://www.agakhanmuseum.org/collection/artifact/goblet-akm897|https://www.agakhanmuseum.org/dataset-images/6hy1dfstchn-fddb575a-12b8-4848-b815-087676618fc3/AKM897_side01_2019_HERO1.jpg
AKM644|Flask|8th to 10th Century|https://www.agakhanmuseum.org/collection/artifact/flask-akm644|https://www.agakhanmuseum.org/dataset-images/6hxy0prxkn7-d4c18356-8f23-4d22-bce8-e433576a57cf/AKM644_2019_HERO1.jpg
AKM59|Eland Antelope|ca. 1450|https://www.agakhanmuseum.org/collection/artifact/eland-antelope-akm59|https://www.agakhanmuseum.org/dataset-images/6hxotu6f7cr-16c9fbb3-b0dd-4a71-8808-18f52519b4c3/AKM59_2018_HERO.jpg
AKM53|The Murder of Dara by his Viziers|1494|https://www.agakhanmuseum.org/collection/artifact/the-murder-of-dara-by-his-viziers-akm53|https://www.agakhanmuseum.org/dataset-images/6hxbjeuw2uv-76f6e6e0-c866-463f-bd5a-7c66ab74b759/AKM53_2019_HERO.jpg
AKM12|Frontispiece|ca. 1330|https://www.agakhanmuseum.org/collection/artifact/frontispiece-akm12|https://www.agakhanmuseum.org/dataset-images/6hx0udd6ytb-7ab05b3a-5521-4580-8c44-7b8594c00ced/AKM12_2018_Hero.jpg
2016.1.1|Tray with a scene of lovers in a pavilion|late 16th to early 17th Century|https://www.agakhanmuseum.org/collection/artifact/tray-with-a-scene-of-lovers-in-a-pavilion-2016.1.1|https://www.agakhanmuseum.org/dataset-images/657vwdxfctf-1899562b-0741-4ecb-b6a4-f583305b9a3f/2016.1.1_1_2016_HERO.jpg
AKM229|Folio from a manuscript of Yusuf and Zulaykha|1556-57 CE/964 AH|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-manuscript-of-yusuf-and-zulaykha-akm229|https://www.agakhanmuseum.org/dataset-images/65746nuim7v-8d32f31b-58d5-4254-86c8-14dd71c8e01e/AKM229_2018_HERO.jpg
AKM174|Princely pleasures in a garden|ca. 1760|https://www.agakhanmuseum.org/collection/artifact/princely-pleasures-in-a-garden-akm174|https://www.agakhanmuseum.org/dataset-images/656q8rsdi9j-01b4eb5d-0e49-4132-945b-f485d4722fc1/AKM174_2018_HERO.jpg
AKM660|Shallow Dish|10th to 12th Century|https://www.agakhanmuseum.org/collection/artifact/shallow-dish-akm660|https://www.agakhanmuseum.org/dataset-images/5hj56100n2f-1c5087ea-3bd2-4284-b2d2-1b5c50110c07/AKM660.side02_2019_HERO.jpg
AKM658|Bottle|11th–first half of 13th century|https://www.agakhanmuseum.org/collection/artifact/bottle-akm658|https://www.agakhanmuseum.org/dataset-images/5hhu24nqgm7-97dba842-2eb4-4fd2-9333-1e3a280d850c/AKM658_2019_HERO.jpg
AKM282.87|Folio from a double-page finispiece|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-double-page-finispiece-akm282.87|https://www.agakhanmuseum.org/dataset-images/5airpe75g2n-e8f6e403-cd0f-49e3-9603-b13b926d9470/AKM282.87andAKM282.86_HERO.jpg
AKM282.86|Folio from a double-page finispiece|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-double-page-finispiece-akm282.86|https://www.agakhanmuseum.org/dataset-images/580b3fo2qzr-2867a69d-c4c8-475e-9ab8-97a91866e504/AKM282.87andAKM282.86_HERO.jpg
AKM282.43|Princely Entertainment in a Palace at Night|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/princely-entertainment-in-a-palace-at-night-akm282.43|https://www.agakhanmuseum.org/dataset-images/58016eqebk7-6236d7a8-46e7-4bed-afd7-77f03c17ae91/AKM282.43_f43v_2019_HERO.jpg
AKM282.36|Majnun in the wilderness|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/majnun-in-the-wilderness-akm282.36|https://www.agakhanmuseum.org/dataset-images/57zqmf0rj8n-29153bae-14f7-4f7e-a735-bb8a37887f85/AKM282.36_f36r_2019_HERO.jpg
AKM282.32|A Lover’s Plea|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/a-lovers-plea-akm282.32|https://www.agakhanmuseum.org/dataset-images/57yxqj52vfr-b123afc8-fee9-47e8-9f0c-f5ca2f0eb788/AKM282.32_f32r_2019_HERO.jpg
AKM282.29|Princely Entertainment in a Garden|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/princely-entertainment-in-a-garden-akm282.29|https://www.agakhanmuseum.org/dataset-images/57ysi4lp5hz-a5bfc689-7187-4435-a482-5af473d99117/AKM282.29_f29v_2019_HERO.jpg
AKM282.23|A Prince Visits a Dervish|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/a-prince-visits-a-dervish-akm282.23|https://www.agakhanmuseum.org/dataset-images/57ynpees0wf-14defe3b-2248-4ca3-afa6-44fcd91cedff/AKM282.23_f23r_2019_HERO.jpg
AKM282.19|Princely Entertainment in a Garden|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/princely-entertainment-in-a-garden-akm282.19|https://www.agakhanmuseum.org/dataset-images/57yj60wtv3n-3d4830c9-8d2d-40f0-beef-a0173f9894bd/AKM282.19_f19v_2019_HERO.jpg
AKM282.2|Left half of a double-page frontispiece|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/left-half-of-a-double-page-frontispiece-akm282.2|https://www.agakhanmuseum.org/dataset-images/57yes4kqmuf-9ac17a3c-6aa1-4982-a4a6-afe37c69cc21/AKM282.2_f2r_2019_HERO.jpg
AKM282.1|Right half of a double-page frontispiece|1582-83 CE/990 AH|https://www.agakhanmuseum.org/collection/artifact/right-half-of-a-double-page-frontispiece-akm282.1|https://www.agakhanmuseum.org/dataset-images/57y3juiyvqr-3e4f4db7-81ff-4343-8206-789895ca8134/AKM282.1_f1v_2019_HERO.jpg
AKM656|Beaker|11th–13th century|https://www.agakhanmuseum.org/collection/artifact/beaker-akm656|https://www.agakhanmuseum.org/dataset-images/4ednlc6jyrl-7b4a5481-718b-4efb-83e7-b103d45bec28/AKM656_2019_HERO.jpg
AKM288.17|Distributing Riches, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/distributing-riches-akm288.17|https://www.agakhanmuseum.org/dataset-images/46mj6f3nfbf-aad61ca9-e20f-4dd6-93c2-acb34c5881cf/AKM288.17.f253r_2019_HERO.jpg
AKM288.14|Three Man Struggle in a Raging River, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/three-man-struggle-in-a-raging-river-akm288.14|https://www.agakhanmuseum.org/dataset-images/46mfqjqzq71-6031f16c-c537-4c54-af68-4f4b36bc70b5/AKM288.14.f226v_2019_HERO.jpg
AKM288.13|Punishment at Court, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/punishment-at-court-akm288.13|https://www.agakhanmuseum.org/dataset-images/46mdugy2h8v-5d002109-4986-4dda-a5f7-49295f36b13a/AKM288.13.f207r_2019_HERO.jpg
AKM288.11|The Man Strays from His Course, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/the-man-strays-from-his-course-akm288.11|https://www.agakhanmuseum.org/dataset-images/46m9ubzku19-81fff7f8-d883-4f13-9966-2ebc085735cd/AKM288.11.f182r_2019_HERO.jpg
AKM288.9|A Prince Hears Appeals, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/a-prince-hears-appeals-akm288.9|https://www.agakhanmuseum.org/dataset-images/3wfxirab7rx-8c4494c0-ba5d-45de-9886-ca69d7df39ea/AKM288.9.f160_2019_HERO.jpg
AKM288.8|A School Courtyard, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/a-school-courtyard-akm288.8|https://www.agakhanmuseum.org/dataset-images/3wfvr453gkj-0f8552f4-4fb3-4de8-b037-84381a41f8b7/AKM288.8.f149v_2019_HERO.jpg
AKM288.6|A Man Tempted by a Veiled Woman, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/a-man-tempted-by-a-veiled-woman-folio-from-a-manuscript-of-the-ethics-of-nasir-akhlaq-i-nasiri-akm288.6|https://www.agakhanmuseum.org/dataset-images/3wfpnj1bou9-f5eb305f-66bd-4ea4-ae8e-ac0a91b7b615/AKM288.6.f125v_2019_HERO.jpg
AKM288.5|The Temptation of Material Goods, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/the-temptation-of-material-goods-folio-from-a-manuscript-of-the-ethics-of-nasir-akhlaq-i-nasiri-akm288.5|https://www.agakhanmuseum.org/dataset-images/3wflnpn2bon-479fcbde-8f59-4f33-9155-b13f19ef3b43/AKM288.5.f113v_2019_HERO.jpg
AKM288.4|Women Consult an Astrologer, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/women-consult-an-astrologer-folio-from-a-manuscript-of-the-ethics-of-nasir-akhlaq-i-nasiri-akm288.4|https://www.agakhanmuseum.org/dataset-images/3wfjqx0xga9-a89f6ca9-5340-404c-bafc-55e8dc26232a/AKM288.4.f103v_2019_HERO.jpg
AKM288.3|Visiting the Doctor, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/visiting-the-doctor-folio-from-a-manuscript-of-the-ethics-of-nasir-akhlaq-i-nasiri-akm288.3|https://www.agakhanmuseum.org/dataset-images/3wfhjjjbu0x-3f9486a2-a6fa-44fc-a716-eea9e550b204/AKM288.3.f91r_2019_HERO.jpg
AKM288.2|A Market Square, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/a-market-square-akm288.2|https://www.agakhanmuseum.org/dataset-images/3wffqw0s60d-3f4fd548-1262-4be3-8776-5b5f734f4721/AKM288.2.f80r_2017_HERO.jpg
AKM288|A manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/a-manuscript-of-the-ethics-of-nasir-akhlaq-i-nasiri-akm288|https://www.agakhanmuseum.org/dataset-images/3wexahau19n-a622dd56-3afe-4512-a87b-207c1635258a/AKM288_interior_2013-HERO.jpg
AKM284.21|A Prince and his Beloved|ca. 1604|https://www.agakhanmuseum.org/collection/artifact/a-prince-and-his-beloved-akm284.21|https://www.agakhanmuseum.org/dataset-images/360ib752r29-fdffedc3-bf2e-4df2-bd29-aed8f1712a33/AKM284.21_f137r_2018_HERO.jpg
AKM284.15|Sa`di and His Dedicatee Abu Bakr b. Sa`d b. Zangi|ca. 1604|https://www.agakhanmuseum.org/collection/artifact/sadi-and-his-dedicatee-abu-bakr-b-sad-b-zangi-akm284.15|https://www.agakhanmuseum.org/dataset-images/35zyh1vwxid-f006fd43-0e96-4985-8e07-8076f9e817ae/AKM284.15_f76r_2017_HERO.jpg
AKM693|Bowl with Horse and Rider|late 12th–early 13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-horse-and-rider-akm693|https://www.agakhanmuseum.org/dataset-images/35d59vyn3rj-dfff9f3c-e83d-4f7d-a0c0-10dadc71f3dd/AKM693_top_2017_HERO.jpg
AKM810|Damascus Room|dated 1214 (1799–1800)|https://www.agakhanmuseum.org/collection/artifact/damascus-room-akm810|https://www.agakhanmuseum.org/dataset-images/2zdzdgyr6vf-85123de3-e8e4-40d7-8844-5636635ae8a1/AKM810_02_2019_HERO.jpg
AKM367|Manuscript of The Wonders of Creation and the Oddities of What Exists (Ajayeb al-Makhluqat va Gharayeb al-Mowjudat)|partly copied in later 15th century and completed ca. 1570|https://www.agakhanmuseum.org/collection/artifact/manuscript-of-the-wonders-of-creation-and-the-oddities-of-what-exists-akm367|https://www.agakhanmuseum.org/dataset-images/2zdlquuk3if-5ed084f8-3362-4564-894b-2ded0e13a451/AKM00367_3_HERO.jpg
AKM281 (f.189r, f.190v)|Qur’an Manuscript|7 Dhu’l-Qa‘da 801 AH / 11 July 1399|https://www.agakhanmuseum.org/collection/artifact/quran-manuscript-akm281|https://www.agakhanmuseum.org/dataset-images/2zddm1ddqb7-96563411-ee16-45f6-a0ba-d9dbaab5563f/AKM281_138_HERO.jpg
AKM905|Madonna with Child|ca. 1580|https://www.agakhanmuseum.org/collection/artifact/madonna-with-child-akm905|https://www.agakhanmuseum.org/dataset-images/2ua0mwrk8cn-72edf063-6a68-4670-8090-f8497f965997/AKM905_2017_HERO.jpg
AKM816|Robe|13th century|https://www.agakhanmuseum.org/collection/artifact/robe-akm816|https://www.agakhanmuseum.org/dataset-images/9omg2zvpfkb-4270e9cf-2ee8-4ad5-a32a-ac0078439317/AKM816_2013_HERO.jpg
AKM591|Dish|17th century|https://www.agakhanmuseum.org/collection/artifact/dish-akm591|https://www.agakhanmuseum.org/dataset-images/2u8p6ur7obp-51710e53-3e6c-4e86-b637-ddc9ee6a497f/AKM591_2013_HERO.jpg
AKM540|Bahram Chubina in Combat with Saveh|ca.1666–1667|https://www.agakhanmuseum.org/collection/artifact/bahram-chubina-in-combat-with-saveh-akm540|https://www.agakhanmuseum.org/dataset-images/2u8npoz4aov-3ef16239-3f12-40b1-951f-b5e32846cb97/AKM450_2019_HERO.jpg
AKM420|Iskandar (Alexander the Great) in Battle with the Zangis|1576|https://www.agakhanmuseum.org/collection/artifact/iskandar-alexander-the-great-in-battle-with-the-zangis-akm420|https://www.agakhanmuseum.org/dataset-images/2u8liuw3v99-0c6f1350-c86c-4e30-9316-43dd9f54bdf7/AKM420_2019_HERO.jpg
AKM412|Rustam Kicks Back the Rock Hurled on Him by Bahman|ca. 1560–1580|https://www.agakhanmuseum.org/collection/artifact/rustam-kicks-back-the-rock-hurled-on-him-by-bahman-akm412|https://www.agakhanmuseum.org/dataset-images/2u8k6ohydev-327139c2-c415-432f-84b0-b86432efa66e/AKM412_2019_HERO.jpg
AKM392|Bookbinding|16th century|https://www.agakhanmuseum.org/collection/artifact/bookbinding-akm392|https://www.agakhanmuseum.org/dataset-images/31qswmt19y7-cba1765f-a8a2-40c4-8763-7ce769bd75ca/AKM392.outside_2019_HERO.jpg
AKM78|Two Shepherds with Sheep and Goats|ca. 1675|https://www.agakhanmuseum.org/collection/artifact/two-shepherds-with-sheep-and-goats-akm78|https://www.agakhanmuseum.org/dataset-images/2u8fjghjpnr-9bd9e17e-f355-4d43-94b9-b832453795af/AKM78_2019_HERO.jpg
AKM69|Battle of the Clans|16th century|https://www.agakhanmuseum.org/collection/artifact/battle-of-the-clans-akm69|https://www.agakhanmuseum.org/dataset-images/2u8cnbjkim3-a18ec19c-6542-4162-b7b2-4c272f50ea2a/AKM69_2019_HERO.jpg
AKM68|Garden Scene|1576|https://www.agakhanmuseum.org/collection/artifact/garden-scene-akm68|https://www.agakhanmuseum.org/dataset-images/2u8b8fqrkkd-7eadcb9b-e456-454a-88e8-9ef11d8b95bb/AKM68_2019_HERO.jpg
AKM66|Bahram Gur in the Black Palace|16th century|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-in-the-black-palace-akm66|https://www.agakhanmuseum.org/dataset-images/2u893zowz3j-90d89d59-492f-4941-994c-c1f295a8582b/AKM66_2019_HERO.jpg
AKM55|Saad ibn Waqqas Kills Rustam (Son of Hormuzd)|1494|https://www.agakhanmuseum.org/collection/artifact/saad-ibn-waqqas-kills-rustam-son-of-hormuzd-akm55|https://www.agakhanmuseum.org/dataset-images/2u87qj22xez-29d7f24a-eede-4836-8319-c03e10b09fb6/AKM55_2019_HERO.jpg
